"","상품군별","운영형태별","년월","매출액","년도","월"
"2656","음식서비스","계","2020_1","1063876","2020","1"
"2657","음식서비스","Online몰","2020_1","1025555","2020","1"
"2658","음식서비스","On/Offline몰","2020_1","38321","2020","1"
"2659","기타서비스","계","2020_1","157259","2020","1"
"2660","기타서비스","Online몰","2020_1","137370","2020","1"
"2661","기타서비스","On/Offline몰","2020_1","19888","2020","1"
"2662","기타","계","2020_1","394715","2020","1"
"2663","기타","Online몰","2020_1","356645","2020","1"
"2664","기타","On/Offline몰","2020_1","38070","2020","1"
"2665","합계","계","2020_2","11963252","2020","2"
"2666","합계","Online몰","2020_2","8542414","2020","2"
"2667","합계","On/Offline몰","2020_2","3420838","2020","2"
"2668","컴퓨터 및 주변기기","계","2020_2","616468","2020","2"
"2669","컴퓨터 및 주변기기","Online몰","2020_2","490913","2020","2"
"2670","컴퓨터 및 주변기기","On/Offline몰","2020_2","125555","2020","2"
"2671","가전·전자·통신기기","계","2020_2","1392368","2020","2"
"2672","가전·전자·통신기기","Online몰","2020_2","1102016","2020","2"
"2673","가전·전자·통신기기","On/Offline몰","2020_2","290352","2020","2"
"2674","서적","계","2020_2","191346","2020","2"
"2675","서적","Online몰","2020_2","76215","2020","2"
"2676","서적","On/Offline몰","2020_2","115131","2020","2"
"2677","사무·문구","계","2020_2","92639","2020","2"
"2678","사무·문구","Online몰","2020_2","71032","2020","2"
"2679","사무·문구","On/Offline몰","2020_2","21607","2020","2"
"2680","의복","계","2020_2","953547","2020","2"
"2681","의복","Online몰","2020_2","556310","2020","2"
"2682","의복","On/Offline몰","2020_2","397237","2020","2"
"2683","신발","계","2020_2","164012","2020","2"
"2684","신발","Online몰","2020_2","107517","2020","2"
"2685","신발","On/Offline몰","2020_2","56494","2020","2"
"2686","가방","계","2020_2","202851","2020","2"
"2687","가방","Online몰","2020_2","140222","2020","2"
"2688","가방","On/Offline몰","2020_2","62630","2020","2"
"2689","패션용품 및 액세서리","계","2020_2","182527","2020","2"
"2690","패션용품 및 액세서리","Online몰","2020_2","106546","2020","2"
"2691","패션용품 및 액세서리","On/Offline몰","2020_2","75981","2020","2"
"2692","스포츠·레저용품","계","2020_2","293888","2020","2"
"2693","스포츠·레저용품","Online몰","2020_2","248860","2020","2"
"2694","스포츠·레저용품","On/Offline몰","2020_2","45028","2020","2"
"2695","화장품","계","2020_2","1049681","2020","2"
"2696","화장품","Online몰","2020_2","375064","2020","2"
"2697","화장품","On/Offline몰","2020_2","674618","2020","2"
"2698","아동·유아용품","계","2020_2","394738","2020","2"
"2699","아동·유아용품","Online몰","2020_2","346418","2020","2"
"2700","아동·유아용품","On/Offline몰","2020_2","48321","2020","2"
"2701","음·식료품","계","2020_2","1481513","2020","2"
"2702","음·식료품","Online몰","2020_2","1023994","2020","2"
"2703","음·식료품","On/Offline몰","2020_2","457519","2020","2"
"2704","농축수산물","계","2020_2","448870","2020","2"
"2705","농축수산물","Online몰","2020_2","257567","2020","2"
"2706","농축수산물","On/Offline몰","2020_2","191302","2020","2"
"2707","생활용품","계","2020_2","1134360","2020","2"
"2708","생활용품","Online몰","2020_2","934534","2020","2"
"2709","생활용품","On/Offline몰","2020_2","199826","2020","2"
"2710","자동차 및 자동차용품","계","2020_2","160198","2020","2"
"2711","자동차 및 자동차용품","Online몰","2020_2","110447","2020","2"
"2712","자동차 및 자동차용품","On/Offline몰","2020_2","49751","2020","2"
"2713","가구","계","2020_2","364194","2020","2"
"2714","가구","Online몰","2020_2","291456","2020","2"
"2715","가구","On/Offline몰","2020_2","72738","2020","2"
"2716","애완용품","계","2020_2","85229","2020","2"
"2717","애완용품","Online몰","2020_2","77848","2020","2"
"2718","애완용품","On/Offline몰","2020_2","7381","2020","2"
"2719","여행 및 교통서비스","계","2020_2","710501","2020","2"
"2720","여행 및 교통서비스","Online몰","2020_2","305014","2020","2"
"2721","여행 및 교통서비스","On/Offline몰","2020_2","405487","2020","2"
"2722","문화 및 레저서비스","계","2020_2","58635","2020","2"
"2723","문화 및 레저서비스","Online몰","2020_2","31474","2020","2"
"2724","문화 및 레저서비스","On/Offline몰","2020_2","27162","2020","2"
"2725","e쿠폰서비스","계","2020_2","324109","2020","2"
"2726","e쿠폰서비스","Online몰","2020_2","321712","2020","2"
"2727","e쿠폰서비스","On/Offline몰","2020_2","2397","2020","2"
"2728","음식서비스","계","2020_2","1135018","2020","2"
"2729","음식서비스","Online몰","2020_2","1091002","2020","2"
"2730","음식서비스","On/Offline몰","2020_2","44017","2020","2"
"2731","기타서비스","계","2020_2","145624","2020","2"
"2732","기타서비스","Online몰","2020_2","127666","2020","2"
"2733","기타서비스","On/Offline몰","2020_2","17958","2020","2"
"2734","기타","계","2020_2","380936","2020","2"
"2735","기타","Online몰","2020_2","348590","2020","2"
"2736","기타","On/Offline몰","2020_2","32346","2020","2"
"2737","합계","계","2020_3","12624728","2020","3"
"2738","합계","Online몰","2020_3","9224185","2020","3"
"2739","합계","On/Offline몰","2020_3","3400544","2020","3"
"2740","컴퓨터 및 주변기기","계","2020_3","687759","2020","3"
"2741","컴퓨터 및 주변기기","Online몰","2020_3","539592","2020","3"
"2742","컴퓨터 및 주변기기","On/Offline몰","2020_3","148166","2020","3"
"2743","가전·전자·통신기기","계","2020_3","1480356","2020","3"
"2744","가전·전자·통신기기","Online몰","2020_3","1169419","2020","3"
"2745","가전·전자·통신기기","On/Offline몰","2020_3","310937","2020","3"
"2746","서적","계","2020_3","255531","2020","3"
"2747","서적","Online몰","2020_3","86874","2020","3"
"2748","서적","On/Offline몰","2020_3","168657","2020","3"
"2749","사무·문구","계","2020_3","92892","2020","3"
"2750","사무·문구","Online몰","2020_3","71584","2020","3"
"2751","사무·문구","On/Offline몰","2020_3","21308","2020","3"
"2752","의복","계","2020_3","1190084","2020","3"
"2753","의복","Online몰","2020_3","712193","2020","3"
"2754","의복","On/Offline몰","2020_3","477891","2020","3"
"2755","신발","계","2020_3","190802","2020","3"
"2756","신발","Online몰","2020_3","116972","2020","3"
"2757","신발","On/Offline몰","2020_3","73830","2020","3"
"2758","가방","계","2020_3","213769","2020","3"
"2759","가방","Online몰","2020_3","159442","2020","3"
"2760","가방","On/Offline몰","2020_3","54327","2020","3"
"2761","패션용품 및 액세서리","계","2020_3","183647","2020","3"
"2762","패션용품 및 액세서리","Online몰","2020_3","115715","2020","3"
"2763","패션용품 및 액세서리","On/Offline몰","2020_3","67932","2020","3"
"2764","스포츠·레저용품","계","2020_3","365265","2020","3"
"2765","스포츠·레저용품","Online몰","2020_3","310240","2020","3"
"2766","스포츠·레저용품","On/Offline몰","2020_3","55025","2020","3"
"2767","화장품","계","2020_3","981864","2020","3"
"2768","화장품","Online몰","2020_3","386951","2020","3"
"2769","화장품","On/Offline몰","2020_3","594913","2020","3"
"2770","아동·유아용품","계","2020_3","415830","2020","3"
"2771","아동·유아용품","Online몰","2020_3","367252","2020","3"
"2772","아동·유아용품","On/Offline몰","2020_3","48578","2020","3"
"2773","음·식료품","계","2020_3","1631491","2020","3"
"2774","음·식료품","Online몰","2020_3","1161920","2020","3"
"2775","음·식료품","On/Offline몰","2020_3","469571","2020","3"
"2776","농축수산물","계","2020_3","517150","2020","3"
"2777","농축수산물","Online몰","2020_3","318569","2020","3"
"2778","농축수산물","On/Offline몰","2020_3","198581","2020","3"
"2779","생활용품","계","2020_3","1245446","2020","3"
"2780","생활용품","Online몰","2020_3","1024784","2020","3"
"2781","생활용품","On/Offline몰","2020_3","220661","2020","3"
"2782","자동차 및 자동차용품","계","2020_3","210549","2020","3"
"2783","자동차 및 자동차용품","Online몰","2020_3","124466","2020","3"
"2784","자동차 및 자동차용품","On/Offline몰","2020_3","86083","2020","3"
"2785","가구","계","2020_3","435242","2020","3"
"2786","가구","Online몰","2020_3","350322","2020","3"
"2787","가구","On/Offline몰","2020_3","84920","2020","3"
"2788","애완용품","계","2020_3","91557","2020","3"
"2789","애완용품","Online몰","2020_3","82214","2020","3"
"2790","애완용품","On/Offline몰","2020_3","9343","2020","3"
"2791","여행 및 교통서비스","계","2020_3","363297","2020","3"
"2792","여행 및 교통서비스","Online몰","2020_3","184989","2020","3"
"2793","여행 및 교통서비스","On/Offline몰","2020_3","178308","2020","3"
"2794","문화 및 레저서비스","계","2020_3","20141","2020","3"
"2795","문화 및 레저서비스","Online몰","2020_3","10434","2020","3"
"2796","문화 및 레저서비스","On/Offline몰","2020_3","9707","2020","3"
"2797","e쿠폰서비스","계","2020_3","348562","2020","3"
"2798","e쿠폰서비스","Online몰","2020_3","346508","2020","3"
"2799","e쿠폰서비스","On/Offline몰","2020_3","2054","2020","3"
"2800","음식서비스","계","2020_3","1251923","2020","3"
"2801","음식서비스","Online몰","2020_3","1201278","2020","3"
"2802","음식서비스","On/Offline몰","2020_3","50645","2020","3"
"2803","기타서비스","계","2020_3","64542","2020","3"
"2804","기타서비스","Online몰","2020_3","48918","2020","3"
"2805","기타서비스","On/Offline몰","2020_3","15624","2020","3"
"2806","기타","계","2020_3","387031","2020","3"
"2807","기타","Online몰","2020_3","333549","2020","3"
"2808","기타","On/Offline몰","2020_3","53482","2020","3"
"2809","합계","계","2020_4","12065537","2020","4"
"2810","합계","Online몰","2020_4","8843206","2020","4"
"2811","합계","On/Offline몰","2020_4","3222331","2020","4"
"2812","컴퓨터 및 주변기기","계","2020_4","645276","2020","4"
"2813","컴퓨터 및 주변기기","Online몰","2020_4","492947","2020","4"
"2814","컴퓨터 및 주변기기","On/Offline몰","2020_4","152329","2020","4"
"2815","가전·전자·통신기기","계","2020_4","1382427","2020","4"
"2816","가전·전자·통신기기","Online몰","2020_4","1099848","2020","4"
"2817","가전·전자·통신기기","On/Offline몰","2020_4","282579","2020","4"
"2818","서적","계","2020_4","206282","2020","4"
"2819","서적","Online몰","2020_4","80878","2020","4"
"2820","서적","On/Offline몰","2020_4","125404","2020","4"
"2821","사무·문구","계","2020_4","85429","2020","4"
"2822","사무·문구","Online몰","2020_4","66270","2020","4"
"2823","사무·문구","On/Offline몰","2020_4","19159","2020","4"
"2824","의복","계","2020_4","1182708","2020","4"
"2825","의복","Online몰","2020_4","708131","2020","4"
"2826","의복","On/Offline몰","2020_4","474577","2020","4"
"2827","신발","계","2020_4","193448","2020","4"
"2828","신발","Online몰","2020_4","115932","2020","4"
"2829","신발","On/Offline몰","2020_4","77517","2020","4"
"2830","가방","계","2020_4","193228","2020","4"
"2831","가방","Online몰","2020_4","144145","2020","4"
"2832","가방","On/Offline몰","2020_4","49083","2020","4"
"2833","패션용품 및 액세서리","계","2020_4","168913","2020","4"
"2834","패션용품 및 액세서리","Online몰","2020_4","103293","2020","4"
"2835","패션용품 및 액세서리","On/Offline몰","2020_4","65621","2020","4"
"2836","스포츠·레저용품","계","2020_4","432019","2020","4"
"2837","스포츠·레저용품","Online몰","2020_4","371933","2020","4"
"2838","스포츠·레저용품","On/Offline몰","2020_4","60085","2020","4"
"2839","화장품","계","2020_4","961302","2020","4"
"2840","화장품","Online몰","2020_4","364544","2020","4"
"2841","화장품","On/Offline몰","2020_4","596759","2020","4"
"2842","아동·유아용품","계","2020_4","409942","2020","4"
"2843","아동·유아용품","Online몰","2020_4","360867","2020","4"
"2844","아동·유아용품","On/Offline몰","2020_4","49075","2020","4"
"2845","음·식료품","계","2020_4","1520093","2020","4"
"2846","음·식료품","Online몰","2020_4","1079496","2020","4"
"2847","음·식료품","On/Offline몰","2020_4","440598","2020","4"
"2848","농축수산물","계","2020_4","468172","2020","4"
"2849","농축수산물","Online몰","2020_4","290546","2020","4"
"2850","농축수산물","On/Offline몰","2020_4","177627","2020","4"
"2851","생활용품","계","2020_4","1091464","2020","4"
"2852","생활용품","Online몰","2020_4","892817","2020","4"
"2853","생활용품","On/Offline몰","2020_4","198648","2020","4"
"2854","자동차 및 자동차용품","계","2020_4","132380","2020","4"
"2855","자동차 및 자동차용품","Online몰","2020_4","123593","2020","4"
"2856","자동차 및 자동차용품","On/Offline몰","2020_4","8787","2020","4"
"2857","가구","계","2020_4","405815","2020","4"
"2858","가구","Online몰","2020_4","324053","2020","4"
"2859","가구","On/Offline몰","2020_4","81762","2020","4"
"2860","애완용품","계","2020_4","90325","2020","4"
"2861","애완용품","Online몰","2020_4","81441","2020","4"
"2862","애완용품","On/Offline몰","2020_4","8884","2020","4"
"2863","여행 및 교통서비스","계","2020_4","440571","2020","4"
"2864","여행 및 교통서비스","Online몰","2020_4","204635","2020","4"
"2865","여행 및 교통서비스","On/Offline몰","2020_4","235936","2020","4"
"2866","문화 및 레저서비스","계","2020_4","25643","2020","4"
"2867","문화 및 레저서비스","Online몰","2020_4","18169","2020","4"
"2868","문화 및 레저서비스","On/Offline몰","2020_4","7475","2020","4"
"2869","e쿠폰서비스","계","2020_4","334079","2020","4"
"2870","e쿠폰서비스","Online몰","2020_4","332679","2020","4"
"2871","e쿠폰서비스","On/Offline몰","2020_4","1400","2020","4"
"2872","음식서비스","계","2020_4","1263018","2020","4"
"2873","음식서비스","Online몰","2020_4","1216515","2020","4"
"2874","음식서비스","On/Offline몰","2020_4","46502","2020","4"
"2875","기타서비스","계","2020_4","114533","2020","4"
"2876","기타서비스","Online몰","2020_4","91138","2020","4"
"2877","기타서비스","On/Offline몰","2020_4","23395","2020","4"
"2878","기타","계","2020_4","318471","2020","4"
"2879","기타","Online몰","2020_4","279338","2020","4"
"2880","기타","On/Offline몰","2020_4","39133","2020","4"
"2881","합계","계","2020_5","12742648","2020","5"
"2882","합계","Online몰","2020_5","9428716","2020","5"
"2883","합계","On/Offline몰","2020_5","3313933","2020","5"
"2884","컴퓨터 및 주변기기","계","2020_5","590327","2020","5"
"2885","컴퓨터 및 주변기기","Online몰","2020_5","433145","2020","5"
"2886","컴퓨터 및 주변기기","On/Offline몰","2020_5","157182","2020","5"
"2887","가전·전자·통신기기","계","2020_5","1597151","2020","5"
"2888","가전·전자·통신기기","Online몰","2020_5","1276940","2020","5"
"2889","가전·전자·통신기기","On/Offline몰","2020_5","320211","2020","5"
"2890","서적","계","2020_5","170715","2020","5"
"2891","서적","Online몰","2020_5","67861","2020","5"
"2892","서적","On/Offline몰","2020_5","102855","2020","5"
"2893","사무·문구","계","2020_5","85990","2020","5"
"2894","사무·문구","Online몰","2020_5","67398","2020","5"
"2895","사무·문구","On/Offline몰","2020_5","18592","2020","5"
"2896","의복","계","2020_5","1367346","2020","5"
"2897","의복","Online몰","2020_5","862164","2020","5"
"2898","의복","On/Offline몰","2020_5","505183","2020","5"
"2899","신발","계","2020_5","246172","2020","5"
"2900","신발","Online몰","2020_5","149387","2020","5"
"2901","신발","On/Offline몰","2020_5","96785","2020","5"
"2902","가방","계","2020_5","219456","2020","5"
"2903","가방","Online몰","2020_5","163709","2020","5"
"2904","가방","On/Offline몰","2020_5","55747","2020","5"
"2905","패션용품 및 액세서리","계","2020_5","193233","2020","5"
"2906","패션용품 및 액세서리","Online몰","2020_5","120370","2020","5"
"2907","패션용품 및 액세서리","On/Offline몰","2020_5","72863","2020","5"
"2908","스포츠·레저용품","계","2020_5","489149","2020","5"
"2909","스포츠·레저용품","Online몰","2020_5","413469","2020","5"
"2910","스포츠·레저용품","On/Offline몰","2020_5","75679","2020","5"
"2911","화장품","계","2020_5","934081","2020","5"
"2912","화장품","Online몰","2020_5","366167","2020","5"
"2913","화장품","On/Offline몰","2020_5","567914","2020","5"
"2914","아동·유아용품","계","2020_5","412804","2020","5"
"2915","아동·유아용품","Online몰","2020_5","366333","2020","5"
"2916","아동·유아용품","On/Offline몰","2020_5","46471","2020","5"
"2917","음·식료품","계","2020_5","1477572","2020","5"
"2918","음·식료품","Online몰","2020_5","1069805","2020","5"
"2919","음·식료품","On/Offline몰","2020_5","407767","2020","5"
"2920","농축수산물","계","2020_5","416900","2020","5"
"2921","농축수산물","Online몰","2020_5","266122","2020","5"
"2922","농축수산물","On/Offline몰","2020_5","150778","2020","5"
"2923","생활용품","계","2020_5","1160123","2020","5"
"2924","생활용품","Online몰","2020_5","955096","2020","5"
"2925","생활용품","On/Offline몰","2020_5","205027","2020","5"
"2926","자동차 및 자동차용품","계","2020_5","142250","2020","5"
"2927","자동차 및 자동차용품","Online몰","2020_5","134715","2020","5"
"2928","자동차 및 자동차용품","On/Offline몰","2020_5","7535","2020","5"
"2929","가구","계","2020_5","403437","2020","5"
"2930","가구","Online몰","2020_5","319206","2020","5"
"2931","가구","On/Offline몰","2020_5","84231","2020","5"
"2932","애완용품","계","2020_5","90436","2020","5"
"2933","애완용품","Online몰","2020_5","81573","2020","5"
"2934","애완용품","On/Offline몰","2020_5","8863","2020","5"
"2935","여행 및 교통서비스","계","2020_5","557450","2020","5"
"2936","여행 및 교통서비스","Online몰","2020_5","249526","2020","5"
"2937","여행 및 교통서비스","On/Offline몰","2020_5","307924","2020","5"
"2938","문화 및 레저서비스","계","2020_5","48720","2020","5"
"2939","문화 및 레저서비스","Online몰","2020_5","38038","2020","5"
"2940","문화 및 레저서비스","On/Offline몰","2020_5","10683","2020","5"
"2941","e쿠폰서비스","계","2020_5","339657","2020","5"
"2942","e쿠폰서비스","Online몰","2020_5","338491","2020","5"
"2943","e쿠폰서비스","On/Offline몰","2020_5","1166","2020","5"
"2944","음식서비스","계","2020_5","1320396","2020","5"
"2945","음식서비스","Online몰","2020_5","1270339","2020","5"
"2946","음식서비스","On/Offline몰","2020_5","50057","2020","5"
"2947","기타서비스","계","2020_5","89886","2020","5"
"2948","기타서비스","Online몰","2020_5","63641","2020","5"
"2949","기타서비스","On/Offline몰","2020_5","26245","2020","5"
"2950","기타","계","2020_5","389398","2020","5"
"2951","기타","Online몰","2020_5","355222","2020","5"
"2952","기타","On/Offline몰","2020_5","34176","2020","5"
"2953","합계","계","2020_6","12687000","2020","6"
"2954","합계","Online몰","2020_6","9162029","2020","6"
"2955","합계","On/Offline몰","2020_6","3524971","2020","6"
"2956","컴퓨터 및 주변기기","계","2020_6","535105","2020","6"
"2957","컴퓨터 및 주변기기","Online몰","2020_6","395492","2020","6"
"2958","컴퓨터 및 주변기기","On/Offline몰","2020_6","139613","2020","6"
"2959","가전·전자·통신기기","계","2020_6","1566781","2020","6"
"2960","가전·전자·통신기기","Online몰","2020_6","1231775","2020","6"
"2961","가전·전자·통신기기","On/Offline몰","2020_6","335006","2020","6"
"2962","서적","계","2020_6","171513","2020","6"
"2963","서적","Online몰","2020_6","63475","2020","6"
"2964","서적","On/Offline몰","2020_6","108037","2020","6"
"2965","사무·문구","계","2020_6","83761","2020","6"
"2966","사무·문구","Online몰","2020_6","65919","2020","6"
"2967","사무·문구","On/Offline몰","2020_6","17842","2020","6"
"2968","의복","계","2020_6","1349828","2020","6"
"2969","의복","Online몰","2020_6","833656","2020","6"
"2970","의복","On/Offline몰","2020_6","516173","2020","6"
"2971","신발","계","2020_6","251192","2020","6"
"2972","신발","Online몰","2020_6","152848","2020","6"
"2973","신발","On/Offline몰","2020_6","98343","2020","6"
"2974","가방","계","2020_6","234031","2020","6"
"2975","가방","Online몰","2020_6","175624","2020","6"
"2976","가방","On/Offline몰","2020_6","58407","2020","6"
"2977","패션용품 및 액세서리","계","2020_6","191421","2020","6"
"2978","패션용품 및 액세서리","Online몰","2020_6","125181","2020","6"
"2979","패션용품 및 액세서리","On/Offline몰","2020_6","66240","2020","6"
"2980","스포츠·레저용품","계","2020_6","487195","2020","6"
"2981","스포츠·레저용품","Online몰","2020_6","412663","2020","6"
"2982","스포츠·레저용품","On/Offline몰","2020_6","74531","2020","6"
"2983","화장품","계","2020_6","984010","2020","6"
"2984","화장품","Online몰","2020_6","343485","2020","6"
"2985","화장품","On/Offline몰","2020_6","640525","2020","6"
"2986","아동·유아용품","계","2020_6","379138","2020","6"
"2987","아동·유아용품","Online몰","2020_6","337957","2020","6"
"2988","아동·유아용품","On/Offline몰","2020_6","41181","2020","6"
"2989","음·식료품","계","2020_6","1459395","2020","6"
"2990","음·식료품","Online몰","2020_6","1040425","2020","6"
"2991","음·식료품","On/Offline몰","2020_6","418970","2020","6"
"2992","농축수산물","계","2020_6","409076","2020","6"
"2993","농축수산물","Online몰","2020_6","262633","2020","6"
"2994","농축수산물","On/Offline몰","2020_6","146443","2020","6"
"2995","생활용품","계","2020_6","1174166","2020","6"
"2996","생활용품","Online몰","2020_6","960106","2020","6"
"2997","생활용품","On/Offline몰","2020_6","214060","2020","6"
"2998","자동차 및 자동차용품","계","2020_6","259708","2020","6"
"2999","자동차 및 자동차용품","Online몰","2020_6","138229","2020","6"
"3000","자동차 및 자동차용품","On/Offline몰","2020_6","121479","2020","6"
"3001","가구","계","2020_6","400227","2020","6"
"3002","가구","Online몰","2020_6","317369","2020","6"
"3003","가구","On/Offline몰","2020_6","82857","2020","6"
"3004","애완용품","계","2020_6","87956","2020","6"
"3005","애완용품","Online몰","2020_6","79070","2020","6"
"3006","애완용품","On/Offline몰","2020_6","8886","2020","6"
"3007","여행 및 교통서비스","계","2020_6","598033","2020","6"
"3008","여행 및 교통서비스","Online몰","2020_6","279701","2020","6"
"3009","여행 및 교통서비스","On/Offline몰","2020_6","318332","2020","6"
"3010","문화 및 레저서비스","계","2020_6","43239","2020","6"
"3011","문화 및 레저서비스","Online몰","2020_6","24734","2020","6"
"3012","문화 및 레저서비스","On/Offline몰","2020_6","18505","2020","6"
"3013","e쿠폰서비스","계","2020_6","309219","2020","6"
"3014","e쿠폰서비스","Online몰","2020_6","308064","2020","6"
"3015","e쿠폰서비스","On/Offline몰","2020_6","1155","2020","6"
"3016","음식서비스","계","2020_6","1252411","2020","6"
"3017","음식서비스","Online몰","2020_6","1208333","2020","6"
"3018","음식서비스","On/Offline몰","2020_6","44078","2020","6"
"3019","기타서비스","계","2020_6","94212","2020","6"
"3020","기타서비스","Online몰","2020_6","68735","2020","6"
"3021","기타서비스","On/Offline몰","2020_6","25476","2020","6"
"3022","기타","계","2020_6","365383","2020","6"
"3023","기타","Online몰","2020_6","336553","2020","6"
"3024","기타","On/Offline몰","2020_6","28830","2020","6"
"3025","합계","계","2020_7","12978697","2020","7"
"3026","합계","Online몰","2020_7","9563410","2020","7"
"3027","합계","On/Offline몰","2020_7","3415287","2020","7"
"3028","컴퓨터 및 주변기기","계","2020_7","608124","2020","7"
"3029","컴퓨터 및 주변기기","Online몰","2020_7","448397","2020","7"
"3030","컴퓨터 및 주변기기","On/Offline몰","2020_7","159726","2020","7"
"3031","가전·전자·통신기기","계","2020_7","1439150","2020","7"
"3032","가전·전자·통신기기","Online몰","2020_7","1169272","2020","7"
"3033","가전·전자·통신기기","On/Offline몰","2020_7","269878","2020","7"
"3034","서적","계","2020_7","187840","2020","7"
"3035","서적","Online몰","2020_7","72051","2020","7"
"3036","서적","On/Offline몰","2020_7","115789","2020","7"
"3037","사무·문구","계","2020_7","87116","2020","7"
"3038","사무·문구","Online몰","2020_7","68948","2020","7"
"3039","사무·문구","On/Offline몰","2020_7","18168","2020","7"
"3040","의복","계","2020_7","1122641","2020","7"
"3041","의복","Online몰","2020_7","710310","2020","7"
"3042","의복","On/Offline몰","2020_7","412331","2020","7"
"3043","신발","계","2020_7","220237","2020","7"
"3044","신발","Online몰","2020_7","136554","2020","7"
"3045","신발","On/Offline몰","2020_7","83683","2020","7"
"3046","가방","계","2020_7","232941","2020","7"
"3047","가방","Online몰","2020_7","182058","2020","7"
"3048","가방","On/Offline몰","2020_7","50884","2020","7"
"3049","패션용품 및 액세서리","계","2020_7","206828","2020","7"
"3050","패션용품 및 액세서리","Online몰","2020_7","137611","2020","7"
"3051","패션용품 및 액세서리","On/Offline몰","2020_7","69217","2020","7"
"3052","스포츠·레저용품","계","2020_7","505285","2020","7"
"3053","스포츠·레저용품","Online몰","2020_7","433341","2020","7"
"3054","스포츠·레저용품","On/Offline몰","2020_7","71944","2020","7"
"3055","화장품","계","2020_7","1004618","2020","7"
"3056","화장품","Online몰","2020_7","352310","2020","7"
"3057","화장품","On/Offline몰","2020_7","652308","2020","7"
"3058","아동·유아용품","계","2020_7","386085","2020","7"
"3059","아동·유아용품","Online몰","2020_7","349608","2020","7"
"3060","아동·유아용품","On/Offline몰","2020_7","36477","2020","7"
"3061","음·식료품","계","2020_7","1609263","2020","7"
"3062","음·식료품","Online몰","2020_7","1144760","2020","7"
"3063","음·식료품","On/Offline몰","2020_7","464503","2020","7"
"3064","농축수산물","계","2020_7","454205","2020","7"
"3065","농축수산물","Online몰","2020_7","304717","2020","7"
"3066","농축수산물","On/Offline몰","2020_7","149488","2020","7"
"3067","생활용품","계","2020_7","1219966","2020","7"
"3068","생활용품","Online몰","2020_7","992334","2020","7"
"3069","생활용품","On/Offline몰","2020_7","227632","2020","7"
"3070","자동차 및 자동차용품","계","2020_7","156969","2020","7"
"3071","자동차 및 자동차용품","Online몰","2020_7","147612","2020","7"
"3072","자동차 및 자동차용품","On/Offline몰","2020_7","9357","2020","7"
"3073","가구","계","2020_7","385936","2020","7"
"3074","가구","Online몰","2020_7","309025","2020","7"
"3075","가구","On/Offline몰","2020_7","76911","2020","7"
"3076","애완용품","계","2020_7","95962","2020","7"
"3077","애완용품","Online몰","2020_7","87079","2020","7"
"3078","애완용품","On/Offline몰","2020_7","8884","2020","7"
"3079","여행 및 교통서비스","계","2020_7","790830","2020","7"
"3080","여행 및 교통서비스","Online몰","2020_7","384385","2020","7"
"3081","여행 및 교통서비스","On/Offline몰","2020_7","406445","2020","7"
"3082","문화 및 레저서비스","계","2020_7","75077","2020","7"
"3083","문화 및 레저서비스","Online몰","2020_7","50845","2020","7"
"3084","문화 및 레저서비스","On/Offline몰","2020_7","24232","2020","7"
"3085","e쿠폰서비스","계","2020_7","332097","2020","7"
"3086","e쿠폰서비스","Online몰","2020_7","328770","2020","7"
"3087","e쿠폰서비스","On/Offline몰","2020_7","3327","2020","7"
"3088","음식서비스","계","2020_7","1377725","2020","7"
"3089","음식서비스","Online몰","2020_7","1331099","2020","7"
"3090","음식서비스","On/Offline몰","2020_7","46626","2020","7"
"3091","기타서비스","계","2020_7","99592","2020","7"
"3092","기타서비스","Online몰","2020_7","72744","2020","7"
"3093","기타서비스","On/Offline몰","2020_7","26849","2020","7"
"3094","기타","계","2020_7","380207","2020","7"
"3095","기타","Online몰","2020_7","349580","2020","7"
"3096","기타","On/Offline몰","2020_7","30627","2020","7"
"3097","합계","계","2020_8","14077149","2020","8"
"3098","합계","Online몰","2020_8","10507174","2020","8"
"3099","합계","On/Offline몰","2020_8","3569976","2020","8"
"3100","컴퓨터 및 주변기기","계","2020_8","642799","2020","8"
"3101","컴퓨터 및 주변기기","Online몰","2020_8","512011","2020","8"
"3102","컴퓨터 및 주변기기","On/Offline몰","2020_8","130788","2020","8"
"3103","가전·전자·통신기기","계","2020_8","1783196","2020","8"
"3104","가전·전자·통신기기","Online몰","2020_8","1478955","2020","8"
"3105","가전·전자·통신기기","On/Offline몰","2020_8","304241","2020","8"
"3106","서적","계","2020_8","214206","2020","8"
"3107","서적","Online몰","2020_8","91155","2020","8"
"3108","서적","On/Offline몰","2020_8","123050","2020","8"
"3109","사무·문구","계","2020_8","83303","2020","8"
"3110","사무·문구","Online몰","2020_8","66000","2020","8"
"3111","사무·문구","On/Offline몰","2020_8","17303","2020","8"
"3112","의복","계","2020_8","943415","2020","8"
"3113","의복","Online몰","2020_8","572034","2020","8"
"3114","의복","On/Offline몰","2020_8","371381","2020","8"
"3115","신발","계","2020_8","181820","2020","8"
"3116","신발","Online몰","2020_8","111942","2020","8"
"3117","신발","On/Offline몰","2020_8","69877","2020","8"
"3118","가방","계","2020_8","222458","2020","8"
"3119","가방","Online몰","2020_8","167612","2020","8"
"3120","가방","On/Offline몰","2020_8","54846","2020","8"
"3121","패션용품 및 액세서리","계","2020_8","192160","2020","8"
"3122","패션용품 및 액세서리","Online몰","2020_8","127350","2020","8"
