"","상품군별","범위별","년월","매출액","년도","월"
"2719","여행 및 교통서비스","계","2017_11","1157662","2017","11"
"2720","여행 및 교통서비스","종합몰","2017_11","270651","2017","11"
"2721","여행 및 교통서비스","전문몰","2017_11","887011","2017","11"
"2722","문화 및 레저서비스","계","2017_11","145082","2017","11"
"2723","문화 및 레저서비스","종합몰","2017_11","106177","2017","11"
"2724","문화 및 레저서비스","전문몰","2017_11","38905","2017","11"
"2725","e쿠폰서비스","계","2017_11","124328","2017","11"
"2726","e쿠폰서비스","종합몰","2017_11","118643","2017","11"
"2727","e쿠폰서비스","전문몰","2017_11","5685","2017","11"
"2728","음식서비스","계","2017_11","280640","2017","11"
"2729","음식서비스","종합몰","2017_11","5420","2017","11"
"2730","음식서비스","전문몰","2017_11","275220","2017","11"
"2731","기타서비스","계","2017_11","56711","2017","11"
"2732","기타서비스","종합몰","2017_11","27620","2017","11"
"2733","기타서비스","전문몰","2017_11","29091","2017","11"
"2734","기타","계","2017_11","219066","2017","11"
"2735","기타","종합몰","2017_11","183486","2017","11"
"2736","기타","전문몰","2017_11","35580","2017","11"
"2737","합계","계","2017_10","7661802","2017","10"
"2738","합계","종합몰","2017_10","5086882","2017","10"
"2739","합계","전문몰","2017_10","2574920","2017","10"
"2740","컴퓨터 및 주변기기","계","2017_10","353524","2017","10"
"2741","컴퓨터 및 주변기기","종합몰","2017_10","229332","2017","10"
"2742","컴퓨터 및 주변기기","전문몰","2017_10","124192","2017","10"
"2743","가전·전자·통신기기","계","2017_10","728407","2017","10"
"2744","가전·전자·통신기기","종합몰","2017_10","664648","2017","10"
"2745","가전·전자·통신기기","전문몰","2017_10","63759","2017","10"
"2746","서적","계","2017_10","113732","2017","10"
"2747","서적","종합몰","2017_10","31409","2017","10"
"2748","서적","전문몰","2017_10","82323","2017","10"
"2749","사무·문구","계","2017_10","56321","2017","10"
"2750","사무·문구","종합몰","2017_10","35097","2017","10"
"2751","사무·문구","전문몰","2017_10","21224","2017","10"
"2752","의복","계","2017_10","1034705","2017","10"
"2753","의복","종합몰","2017_10","594676","2017","10"
"2754","의복","전문몰","2017_10","440029","2017","10"
"2755","신발","계","2017_10","140365","2017","10"
"2756","신발","종합몰","2017_10","102528","2017","10"
"2757","신발","전문몰","2017_10","37837","2017","10"
"2758","가방","계","2017_10","157007","2017","10"
"2759","가방","종합몰","2017_10","137851","2017","10"
"2760","가방","전문몰","2017_10","19156","2017","10"
"2761","패션용품 및 액세서리","계","2017_10","161449","2017","10"
"2762","패션용품 및 액세서리","종합몰","2017_10","133956","2017","10"
"2763","패션용품 및 액세서리","전문몰","2017_10","27493","2017","10"
"2764","스포츠·레저용품","계","2017_10","274798","2017","10"
"2765","스포츠·레저용품","종합몰","2017_10","223605","2017","10"
"2766","스포츠·레저용품","전문몰","2017_10","51193","2017","10"
"2767","화장품","계","2017_10","677876","2017","10"
"2768","화장품","종합몰","2017_10","590519","2017","10"
"2769","화장품","전문몰","2017_10","87357","2017","10"
"2770","아동·유아용품","계","2017_10","260541","2017","10"
"2771","아동·유아용품","종합몰","2017_10","236837","2017","10"
"2772","아동·유아용품","전문몰","2017_10","23704","2017","10"
"2773","음·식료품","계","2017_10","608615","2017","10"
"2774","음·식료품","종합몰","2017_10","489116","2017","10"
"2775","음·식료품","전문몰","2017_10","119499","2017","10"
"2776","농축수산물","계","2017_10","174780","2017","10"
"2777","농축수산물","종합몰","2017_10","149586","2017","10"
"2778","농축수산물","전문몰","2017_10","25194","2017","10"
"2779","생활용품","계","2017_10","602048","2017","10"
"2780","생활용품","종합몰","2017_10","513374","2017","10"
"2781","생활용품","전문몰","2017_10","88674","2017","10"
"2782","자동차 및 자동차용품","계","2017_10","80475","2017","10"
"2783","자동차 및 자동차용품","종합몰","2017_10","72515","2017","10"
"2784","자동차 및 자동차용품","전문몰","2017_10","7960","2017","10"
"2785","가구","계","2017_10","223084","2017","10"
"2786","가구","종합몰","2017_10","191989","2017","10"
"2787","가구","전문몰","2017_10","31095","2017","10"
"2788","애완용품","계","2017_10","64491","2017","10"
"2789","애완용품","종합몰","2017_10","50183","2017","10"
"2790","애완용품","전문몰","2017_10","14308","2017","10"
"2791","여행 및 교통서비스","계","2017_10","1207513","2017","10"
"2792","여행 및 교통서비스","종합몰","2017_10","277425","2017","10"
"2793","여행 및 교통서비스","전문몰","2017_10","930088","2017","10"
"2794","문화 및 레저서비스","계","2017_10","179505","2017","10"
"2795","문화 및 레저서비스","종합몰","2017_10","98821","2017","10"
"2796","문화 및 레저서비스","전문몰","2017_10","80684","2017","10"
"2797","e쿠폰서비스","계","2017_10","96038","2017","10"
"2798","e쿠폰서비스","종합몰","2017_10","91829","2017","10"
"2799","e쿠폰서비스","전문몰","2017_10","4209","2017","10"
"2800","음식서비스","계","2017_10","242774","2017","10"
"2801","음식서비스","종합몰","2017_10","6200","2017","10"
"2802","음식서비스","전문몰","2017_10","236574","2017","10"
"2803","기타서비스","계","2017_10","52464","2017","10"
"2804","기타서비스","종합몰","2017_10","24566","2017","10"
"2805","기타서비스","전문몰","2017_10","27898","2017","10"
"2806","기타","계","2017_10","171293","2017","10"
"2807","기타","종합몰","2017_10","140820","2017","10"
"2808","기타","전문몰","2017_10","30473","2017","10"
"2809","합계","계","2017_9","8151143","2017","9"
"2810","합계","종합몰","2017_9","5395788","2017","9"
"2811","합계","전문몰","2017_9","2755355","2017","9"
"2812","컴퓨터 및 주변기기","계","2017_9","399512","2017","9"
"2813","컴퓨터 및 주변기기","종합몰","2017_9","258082","2017","9"
"2814","컴퓨터 및 주변기기","전문몰","2017_9","141430","2017","9"
"2815","가전·전자·통신기기","계","2017_9","706658","2017","9"
"2816","가전·전자·통신기기","종합몰","2017_9","623981","2017","9"
"2817","가전·전자·통신기기","전문몰","2017_9","82677","2017","9"
"2818","서적","계","2017_9","136666","2017","9"
"2819","서적","종합몰","2017_9","38619","2017","9"
"2820","서적","전문몰","2017_9","98047","2017","9"
"2821","사무·문구","계","2017_9","60475","2017","9"
"2822","사무·문구","종합몰","2017_9","38963","2017","9"
"2823","사무·문구","전문몰","2017_9","21512","2017","9"
"2824","의복","계","2017_9","959679","2017","9"
"2825","의복","종합몰","2017_9","519861","2017","9"
"2826","의복","전문몰","2017_9","439818","2017","9"
"2827","신발","계","2017_9","140246","2017","9"
"2828","신발","종합몰","2017_9","101976","2017","9"
"2829","신발","전문몰","2017_9","38270","2017","9"
"2830","가방","계","2017_9","165215","2017","9"
"2831","가방","종합몰","2017_9","145063","2017","9"
"2832","가방","전문몰","2017_9","20152","2017","9"
"2833","패션용품 및 액세서리","계","2017_9","170345","2017","9"
"2834","패션용품 및 액세서리","종합몰","2017_9","141409","2017","9"
"2835","패션용품 및 액세서리","전문몰","2017_9","28936","2017","9"
"2836","스포츠·레저용품","계","2017_9","265466","2017","9"
"2837","스포츠·레저용품","종합몰","2017_9","218446","2017","9"
"2838","스포츠·레저용품","전문몰","2017_9","47020","2017","9"
"2839","화장품","계","2017_9","717116","2017","9"
"2840","화장품","종합몰","2017_9","619415","2017","9"
"2841","화장품","전문몰","2017_9","97701","2017","9"
"2842","아동·유아용품","계","2017_9","272277","2017","9"
"2843","아동·유아용품","종합몰","2017_9","246577","2017","9"
"2844","아동·유아용품","전문몰","2017_9","25700","2017","9"
"2845","음·식료품","계","2017_9","827851","2017","9"
"2846","음·식료품","종합몰","2017_9","686780","2017","9"
"2847","음·식료품","전문몰","2017_9","141071","2017","9"
"2848","농축수산물","계","2017_9","288964","2017","9"
"2849","농축수산물","종합몰","2017_9","243766","2017","9"
"2850","농축수산물","전문몰","2017_9","45198","2017","9"
"2851","생활용품","계","2017_9","653743","2017","9"
"2852","생활용품","종합몰","2017_9","544821","2017","9"
"2853","생활용품","전문몰","2017_9","108922","2017","9"
"2854","자동차 및 자동차용품","계","2017_9","86998","2017","9"
"2855","자동차 및 자동차용품","종합몰","2017_9","78284","2017","9"
"2856","자동차 및 자동차용품","전문몰","2017_9","8714","2017","9"
"2857","가구","계","2017_9","227801","2017","9"
"2858","가구","종합몰","2017_9","192992","2017","9"
"2859","가구","전문몰","2017_9","34809","2017","9"
"2860","애완용품","계","2017_9","66077","2017","9"
"2861","애완용품","종합몰","2017_9","51449","2017","9"
"2862","애완용품","전문몰","2017_9","14628","2017","9"
"2863","여행 및 교통서비스","계","2017_9","1222948","2017","9"
"2864","여행 및 교통서비스","종합몰","2017_9","279835","2017","9"
"2865","여행 및 교통서비스","전문몰","2017_9","943113","2017","9"
"2866","문화 및 레저서비스","계","2017_9","127031","2017","9"
"2867","문화 및 레저서비스","종합몰","2017_9","77623","2017","9"
"2868","문화 및 레저서비스","전문몰","2017_9","49408","2017","9"
"2869","e쿠폰서비스","계","2017_9","100399","2017","9"
"2870","e쿠폰서비스","종합몰","2017_9","95652","2017","9"
"2871","e쿠폰서비스","전문몰","2017_9","4747","2017","9"
"2872","음식서비스","계","2017_9","239118","2017","9"
"2873","음식서비스","종합몰","2017_9","5664","2017","9"
"2874","음식서비스","전문몰","2017_9","233454","2017","9"
"2875","기타서비스","계","2017_9","124287","2017","9"
"2876","기타서비스","종합몰","2017_9","27433","2017","9"
"2877","기타서비스","전문몰","2017_9","96854","2017","9"
"2878","기타","계","2017_9","192273","2017","9"
"2879","기타","종합몰","2017_9","159097","2017","9"
"2880","기타","전문몰","2017_9","33176","2017","9"
"2881","합계","계","2017_8","7859658","2017","8"
"2882","합계","종합몰","2017_8","5181631","2017","8"
"2883","합계","전문몰","2017_8","2678027","2017","8"
"2884","컴퓨터 및 주변기기","계","2017_8","416393","2017","8"
"2885","컴퓨터 및 주변기기","종합몰","2017_8","269731","2017","8"
"2886","컴퓨터 및 주변기기","전문몰","2017_8","146662","2017","8"
"2887","가전·전자·통신기기","계","2017_8","758482","2017","8"
"2888","가전·전자·통신기기","종합몰","2017_8","687755","2017","8"
"2889","가전·전자·통신기기","전문몰","2017_8","70727","2017","8"
"2890","서적","계","2017_8","149989","2017","8"
"2891","서적","종합몰","2017_8","42881","2017","8"
"2892","서적","전문몰","2017_8","107108","2017","8"
"2893","사무·문구","계","2017_8","57751","2017","8"
"2894","사무·문구","종합몰","2017_8","36470","2017","8"
"2895","사무·문구","전문몰","2017_8","21281","2017","8"
"2896","의복","계","2017_8","758225","2017","8"
"2897","의복","종합몰","2017_8","422209","2017","8"
"2898","의복","전문몰","2017_8","336016","2017","8"
"2899","신발","계","2017_8","118311","2017","8"
"2900","신발","종합몰","2017_8","87884","2017","8"
"2901","신발","전문몰","2017_8","30427","2017","8"
"2902","가방","계","2017_8","163461","2017","8"
"2903","가방","종합몰","2017_8","142901","2017","8"
"2904","가방","전문몰","2017_8","20560","2017","8"
"2905","패션용품 및 액세서리","계","2017_8","178204","2017","8"
"2906","패션용품 및 액세서리","종합몰","2017_8","145205","2017","8"
"2907","패션용품 및 액세서리","전문몰","2017_8","32999","2017","8"
"2908","스포츠·레저용품","계","2017_8","266351","2017","8"
"2909","스포츠·레저용품","종합몰","2017_8","222139","2017","8"
"2910","스포츠·레저용품","전문몰","2017_8","44212","2017","8"
"2911","화장품","계","2017_8","652563","2017","8"
"2912","화장품","종합몰","2017_8","564347","2017","8"
"2913","화장품","전문몰","2017_8","88216","2017","8"
"2914","아동·유아용품","계","2017_8","263530","2017","8"
"2915","아동·유아용품","종합몰","2017_8","238365","2017","8"
"2916","아동·유아용품","전문몰","2017_8","25165","2017","8"
"2917","음·식료품","계","2017_8","692641","2017","8"
"2918","음·식료품","종합몰","2017_8","559000","2017","8"
"2919","음·식료품","전문몰","2017_8","133641","2017","8"
"2920","농축수산물","계","2017_8","194090","2017","8"
"2921","농축수산물","종합몰","2017_8","165669","2017","8"
"2922","농축수산물","전문몰","2017_8","28421","2017","8"
"2923","생활용품","계","2017_8","631622","2017","8"
"2924","생활용품","종합몰","2017_8","540396","2017","8"
"2925","생활용품","전문몰","2017_8","91226","2017","8"
"2926","자동차 및 자동차용품","계","2017_8","92700","2017","8"
"2927","자동차 및 자동차용품","종합몰","2017_8","83371","2017","8"
"2928","자동차 및 자동차용품","전문몰","2017_8","9329","2017","8"
"2929","가구","계","2017_8","226983","2017","8"
"2930","가구","종합몰","2017_8","194140","2017","8"
"2931","가구","전문몰","2017_8","32843","2017","8"
"2932","애완용품","계","2017_8","60590","2017","8"
"2933","애완용품","종합몰","2017_8","46175","2017","8"
"2934","애완용품","전문몰","2017_8","14415","2017","8"
"2935","여행 및 교통서비스","계","2017_8","1406339","2017","8"
"2936","여행 및 교통서비스","종합몰","2017_8","366389","2017","8"
"2937","여행 및 교통서비스","전문몰","2017_8","1039950","2017","8"
"2938","문화 및 레저서비스","계","2017_8","184883","2017","8"
"2939","문화 및 레저서비스","종합몰","2017_8","84701","2017","8"
"2940","문화 및 레저서비스","전문몰","2017_8","100182","2017","8"
"2941","e쿠폰서비스","계","2017_8","100868","2017","8"
"2942","e쿠폰서비스","종합몰","2017_8","96970","2017","8"
"2943","e쿠폰서비스","전문몰","2017_8","3898","2017","8"
"2944","음식서비스","계","2017_8","253760","2017","8"
"2945","음식서비스","종합몰","2017_8","6427","2017","8"
"2946","음식서비스","전문몰","2017_8","247333","2017","8"
"2947","기타서비스","계","2017_8","52619","2017","8"
"2948","기타서비스","종합몰","2017_8","31859","2017","8"
"2949","기타서비스","전문몰","2017_8","20760","2017","8"
"2950","기타","계","2017_8","179305","2017","8"
"2951","기타","종합몰","2017_8","146647","2017","8"
"2952","기타","전문몰","2017_8","32658","2017","8"
"2953","합계","계","2017_7","7898554","2017","7"
"2954","합계","종합몰","2017_7","5280825","2017","7"
"2955","합계","전문몰","2017_7","2617729","2017","7"
"2956","컴퓨터 및 주변기기","계","2017_7","380974","2017","7"
"2957","컴퓨터 및 주변기기","종합몰","2017_7","246949","2017","7"
"2958","컴퓨터 및 주변기기","전문몰","2017_7","134025","2017","7"
"2959","가전·전자·통신기기","계","2017_7","926867","2017","7"
"2960","가전·전자·통신기기","종합몰","2017_7","843851","2017","7"
"2961","가전·전자·통신기기","전문몰","2017_7","83016","2017","7"
"2962","서적","계","2017_7","143084","2017","7"
"2963","서적","종합몰","2017_7","40865","2017","7"
"2964","서적","전문몰","2017_7","102219","2017","7"
"2965","사무·문구","계","2017_7","53826","2017","7"
"2966","사무·문구","종합몰","2017_7","33219","2017","7"
"2967","사무·문구","전문몰","2017_7","20607","2017","7"
"2968","의복","계","2017_7","887371","2017","7"
"2969","의복","종합몰","2017_7","498479","2017","7"
"2970","의복","전문몰","2017_7","388892","2017","7"
"2971","신발","계","2017_7","140746","2017","7"
"2972","신발","종합몰","2017_7","106082","2017","7"
"2973","신발","전문몰","2017_7","34664","2017","7"
"2974","가방","계","2017_7","151719","2017","7"
"2975","가방","종합몰","2017_7","132921","2017","7"
"2976","가방","전문몰","2017_7","18798","2017","7"
"2977","패션용품 및 액세서리","계","2017_7","170035","2017","7"
"2978","패션용품 및 액세서리","종합몰","2017_7","140384","2017","7"
"2979","패션용품 및 액세서리","전문몰","2017_7","29651","2017","7"
"2980","스포츠·레저용품","계","2017_7","292683","2017","7"
"2981","스포츠·레저용품","종합몰","2017_7","246000","2017","7"
"2982","스포츠·레저용품","전문몰","2017_7","46683","2017","7"
"2983","화장품","계","2017_7","619456","2017","7"
"2984","화장품","종합몰","2017_7","517882","2017","7"
"2985","화장품","전문몰","2017_7","101574","2017","7"
"2986","아동·유아용품","계","2017_7","264579","2017","7"
"2987","아동·유아용품","종합몰","2017_7","241335","2017","7"
"2988","아동·유아용품","전문몰","2017_7","23244","2017","7"
"2989","음·식료품","계","2017_7","638176","2017","7"
"2990","음·식료품","종합몰","2017_7","516393","2017","7"
"2991","음·식료품","전문몰","2017_7","121783","2017","7"
"2992","농축수산물","계","2017_7","182683","2017","7"
"2993","농축수산물","종합몰","2017_7","156967","2017","7"
"2994","농축수산물","전문몰","2017_7","25716","2017","7"
"2995","생활용품","계","2017_7","613589","2017","7"
"2996","생활용품","종합몰","2017_7","527744","2017","7"
"2997","생활용품","전문몰","2017_7","85845","2017","7"
"2998","자동차 및 자동차용품","계","2017_7","94244","2017","7"
"2999","자동차 및 자동차용품","종합몰","2017_7","83033","2017","7"
"3000","자동차 및 자동차용품","전문몰","2017_7","11211","2017","7"
"3001","가구","계","2017_7","211657","2017","7"
"3002","가구","종합몰","2017_7","181401","2017","7"
"3003","가구","전문몰","2017_7","30256","2017","7"
"3004","애완용품","계","2017_7","58500","2017","7"
"3005","애완용품","종합몰","2017_7","43816","2017","7"
"3006","애완용품","전문몰","2017_7","14684","2017","7"
"3007","여행 및 교통서비스","계","2017_7","1379402","2017","7"
"3008","여행 및 교통서비스","종합몰","2017_7","381031","2017","7"
"3009","여행 및 교통서비스","전문몰","2017_7","998371","2017","7"
"3010","문화 및 레저서비스","계","2017_7","151647","2017","7"
"3011","문화 및 레저서비스","종합몰","2017_7","80678","2017","7"
"3012","문화 및 레저서비스","전문몰","2017_7","70969","2017","7"
"3013","e쿠폰서비스","계","2017_7","91627","2017","7"
"3014","e쿠폰서비스","종합몰","2017_7","88163","2017","7"
"3015","e쿠폰서비스","전문몰","2017_7","3464","2017","7"
"3016","음식서비스","계","2017_7","224624","2017","7"
"3017","음식서비스","종합몰","2017_7","5543","2017","7"
"3018","음식서비스","전문몰","2017_7","219081","2017","7"
"3019","기타서비스","계","2017_7","52019","2017","7"
"3020","기타서비스","종합몰","2017_7","27804","2017","7"
"3021","기타서비스","전문몰","2017_7","24215","2017","7"
"3022","기타","계","2017_7","169045","2017","7"
"3023","기타","종합몰","2017_7","140285","2017","7"
"3024","기타","전문몰","2017_7","28760","2017","7"
"3025","합계","계","2017_6","7515130","2017","6"
"3026","합계","종합몰","2017_6","5067345","2017","6"
"3027","합계","전문몰","2017_6","2447785","2017","6"
"3028","컴퓨터 및 주변기기","계","2017_6","376719","2017","6"
"3029","컴퓨터 및 주변기기","종합몰","2017_6","250945","2017","6"
"3030","컴퓨터 및 주변기기","전문몰","2017_6","125774","2017","6"
"3031","가전·전자·통신기기","계","2017_6","752474","2017","6"
"3032","가전·전자·통신기기","종합몰","2017_6","683616","2017","6"
"3033","가전·전자·통신기기","전문몰","2017_6","68858","2017","6"
"3034","서적","계","2017_6","116272","2017","6"
"3035","서적","종합몰","2017_6","32454","2017","6"
"3036","서적","전문몰","2017_6","83818","2017","6"
"3037","사무·문구","계","2017_6","55970","2017","6"
"3038","사무·문구","종합몰","2017_6","35816","2017","6"
"3039","사무·문구","전문몰","2017_6","20154","2017","6"
"3040","의복","계","2017_6","909742","2017","6"
"3041","의복","종합몰","2017_6","511973","2017","6"
"3042","의복","전문몰","2017_6","397769","2017","6"
"3043","신발","계","2017_6","156160","2017","6"
"3044","신발","종합몰","2017_6","118022","2017","6"
"3045","신발","전문몰","2017_6","38138","2017","6"
"3046","가방","계","2017_6","149442","2017","6"
"3047","가방","종합몰","2017_6","131069","2017","6"
"3048","가방","전문몰","2017_6","18373","2017","6"
"3049","패션용품 및 액세서리","계","2017_6","162825","2017","6"
"3050","패션용품 및 액세서리","종합몰","2017_6","135549","2017","6"
"3051","패션용품 및 액세서리","전문몰","2017_6","27276","2017","6"
"3052","스포츠·레저용품","계","2017_6","289069","2017","6"
"3053","스포츠·레저용품","종합몰","2017_6","239759","2017","6"
"3054","스포츠·레저용품","전문몰","2017_6","49310","2017","6"
"3055","화장품","계","2017_6","652533","2017","6"
"3056","화장품","종합몰","2017_6","536260","2017","6"
"3057","화장품","전문몰","2017_6","116273","2017","6"
"3058","아동·유아용품","계","2017_6","259069","2017","6"
"3059","아동·유아용품","종합몰","2017_6","232732","2017","6"
"3060","아동·유아용품","전문몰","2017_6","26337","2017","6"
"3061","음·식료품","계","2017_6","641593","2017","6"
"3062","음·식료품","종합몰","2017_6","516503","2017","6"
"3063","음·식료품","전문몰","2017_6","125090","2017","6"
"3064","농축수산물","계","2017_6","180848","2017","6"
"3065","농축수산물","종합몰","2017_6","154118","2017","6"
"3066","농축수산물","전문몰","2017_6","26730","2017","6"
"3067","생활용품","계","2017_6","597243","2017","6"
"3068","생활용품","종합몰","2017_6","507165","2017","6"
"3069","생활용품","전문몰","2017_6","90078","2017","6"
"3070","자동차 및 자동차용품","계","2017_6","88191","2017","6"
"3071","자동차 및 자동차용품","종합몰","2017_6","79270","2017","6"
"3072","자동차 및 자동차용품","전문몰","2017_6","8921","2017","6"
"3073","가구","계","2017_6","203584","2017","6"
"3074","가구","종합몰","2017_6","172701","2017","6"
"3075","가구","전문몰","2017_6","30883","2017","6"
"3076","애완용품","계","2017_6","56092","2017","6"
"3077","애완용품","종합몰","2017_6","41433","2017","6"
"3078","애완용품","전문몰","2017_6","14659","2017","6"
"3079","여행 및 교통서비스","계","2017_6","1210908","2017","6"
"3080","여행 및 교통서비스","종합몰","2017_6","327154","2017","6"
"3081","여행 및 교통서비스","전문몰","2017_6","883754","2017","6"
"3082","문화 및 레저서비스","계","2017_6","144311","2017","6"
"3083","문화 및 레저서비스","종합몰","2017_6","89547","2017","6"
"3084","문화 및 레저서비스","전문몰","2017_6","54764","2017","6"
"3085","e쿠폰서비스","계","2017_6","95019","2017","6"
"3086","e쿠폰서비스","종합몰","2017_6","91796","2017","6"
"3087","e쿠폰서비스","전문몰","2017_6","3223","2017","6"
"3088","음식서비스","계","2017_6","195630","2017","6"
"3089","음식서비스","종합몰","2017_6","5432","2017","6"
"3090","음식서비스","전문몰","2017_6","190198","2017","6"
"3091","기타서비스","계","2017_6","41104","2017","6"
"3092","기타서비스","종합몰","2017_6","22681","2017","6"
"3093","기타서비스","전문몰","2017_6","18423","2017","6"
"3094","기타","계","2017_6","180332","2017","6"
"3095","기타","종합몰","2017_6","151350","2017","6"
"3096","기타","전문몰","2017_6","28982","2017","6"
"3097","합계","계","2017_5","7621719","2017","5"
"3098","합계","종합몰","2017_5","5107846","2017","5"
"3099","합계","전문몰","2017_5","2513873","2017","5"
"3100","컴퓨터 및 주변기기","계","2017_5","350923","2017","5"
"3101","컴퓨터 및 주변기기","종합몰","2017_5","226826","2017","5"
"3102","컴퓨터 및 주변기기","전문몰","2017_5","124097","2017","5"
"3103","가전·전자·통신기기","계","2017_5","861618","2017","5"
"3104","가전·전자·통신기기","종합몰","2017_5","781707","2017","5"
"3105","가전·전자·통신기기","전문몰","2017_5","79911","2017","5"
"3106","서적","계","2017_5","114380","2017","5"
"3107","서적","종합몰","2017_5","30214","2017","5"
"3108","서적","전문몰","2017_5","84166","2017","5"
"3109","사무·문구","계","2017_5","57239","2017","5"
"3110","사무·문구","종합몰","2017_5","35960","2017","5"
"3111","사무·문구","전문몰","2017_5","21279","2017","5"
"3112","의복","계","2017_5","978235","2017","5"
"3113","의복","종합몰","2017_5","543161","2017","5"
"3114","의복","전문몰","2017_5","435074","2017","5"
"3115","신발","계","2017_5","160562","2017","5"
"3116","신발","종합몰","2017_5","120470","2017","5"
"3117","신발","전문몰","2017_5","40092","2017","5"
"3118","가방","계","2017_5","152370","2017","5"
"3119","가방","종합몰","2017_5","133230","2017","5"
"3120","가방","전문몰","2017_5","19140","2017","5"
"3121","패션용품 및 액세서리","계","2017_5","168702","2017","5"
"3122","패션용품 및 액세서리","종합몰","2017_5","141626","2017","5"
"3123","패션용품 및 액세서리","전문몰","2017_5","27076","2017","5"
"3124","스포츠·레저용품","계","2017_5","292971","2017","5"
"3125","스포츠·레저용품","종합몰","2017_5","243269","2017","5"
"3126","스포츠·레저용품","전문몰","2017_5","49702","2017","5"
"3127","화장품","계","2017_5","622853","2017","5"
"3128","화장품","종합몰","2017_5","524476","2017","5"
"3129","화장품","전문몰","2017_5","98377","2017","5"
"3130","아동·유아용품","계","2017_5","274565","2017","5"
"3131","아동·유아용품","종합몰","2017_5","251146","2017","5"
"3132","아동·유아용품","전문몰","2017_5","23419","2017","5"
"3133","음·식료품","계","2017_5","633354","2017","5"
"3134","음·식료품","종합몰","2017_5","509764","2017","5"
"3135","음·식료품","전문몰","2017_5","123590","2017","5"
"3136","농축수산물","계","2017_5","175762","2017","5"
"3137","농축수산물","종합몰","2017_5","148558","2017","5"
"3138","농축수산물","전문몰","2017_5","27204","2017","5"
"3139","생활용품","계","2017_5","600558","2017","5"
"3140","생활용품","종합몰","2017_5","506948","2017","5"
"3141","생활용품","전문몰","2017_5","93610","2017","5"
"3142","자동차 및 자동차용품","계","2017_5","87211","2017","5"
"3143","자동차 및 자동차용품","종합몰","2017_5","78183","2017","5"
"3144","자동차 및 자동차용품","전문몰","2017_5","9028","2017","5"
"3145","가구","계","2017_5","201440","2017","5"
"3146","가구","종합몰","2017_5","171363","2017","5"
"3147","가구","전문몰","2017_5","30077","2017","5"
"3148","애완용품","계","2017_5","56112","2017","5"
"3149","애완용품","종합몰","2017_5","41468","2017","5"
"3150","애완용품","전문몰","2017_5","14644","2017","5"
"3151","여행 및 교통서비스","계","2017_5","1181895","2017","5"
"3152","여행 및 교통서비스","종합몰","2017_5","291793","2017","5"
"3153","여행 및 교통서비스","전문몰","2017_5","890102","2017","5"
"3154","문화 및 레저서비스","계","2017_5","133785","2017","5"
"3155","문화 및 레저서비스","종합몰","2017_5","65767","2017","5"
"3156","문화 및 레저서비스","전문몰","2017_5","68018","2017","5"
"3157","e쿠폰서비스","계","2017_5","98613","2017","5"
"3158","e쿠폰서비스","종합몰","2017_5","94049","2017","5"
"3159","e쿠폰서비스","전문몰","2017_5","4564","2017","5"
"3160","음식서비스","계","2017_5","210565","2017","5"
"3161","음식서비스","종합몰","2017_5","5303","2017","5"
"3162","음식서비스","전문몰","2017_5","205262","2017","5"
"3163","기타서비스","계","2017_5","43491","2017","5"
"3164","기타서비스","종합몰","2017_5","24092","2017","5"
"3165","기타서비스","전문몰","2017_5","19399","2017","5"
"3166","기타","계","2017_5","164517","2017","5"
"3167","기타","종합몰","2017_5","138473","2017","5"
"3168","기타","전문몰","2017_5","26044","2017","5"
"3169","합계","계","2017_4","7380795","2017","4"
"3170","합계","종합몰","2017_4","4921316","2017","4"
"3171","합계","전문몰","2017_4","2459479","2017","4"
"3172","컴퓨터 및 주변기기","계","2017_4","368280","2017","4"
"3173","컴퓨터 및 주변기기","종합몰","2017_4","242177","2017","4"
"3174","컴퓨터 및 주변기기","전문몰","2017_4","126103","2017","4"
"3175","가전·전자·통신기기","계","2017_4","716708","2017","4"
"3176","가전·전자·통신기기","종합몰","2017_4","633963","2017","4"
"3177","가전·전자·통신기기","전문몰","2017_4","82745","2017","4"
"3178","서적","계","2017_4","122418","2017","4"
"3179","서적","종합몰","2017_4","35641","2017","4"
"3180","서적","전문몰","2017_4","86777","2017","4"
"3181","사무·문구","계","2017_4","61954","2017","4"
"3182","사무·문구","종합몰","2017_4","40174","2017","4"
"3183","사무·문구","전문몰","2017_4","21780","2017","4"
"3184","의복","계","2017_4","972647","2017","4"
"3185","의복","종합몰","2017_4","538627","2017","4"
"3186","의복","전문몰","2017_4","434020","2017","4"
"3187","신발","계","2017_4","151628","2017","4"
"3188","신발","종합몰","2017_4","114442","2017","4"
"3189","신발","전문몰","2017_4","37186","2017","4"
"3190","가방","계","2017_4","159399","2017","4"
"3191","가방","종합몰","2017_4","136921","2017","4"
"3192","가방","전문몰","2017_4","22478","2017","4"
"3193","패션용품 및 액세서리","계","2017_4","165183","2017","4"
"3194","패션용품 및 액세서리","종합몰","2017_4","139550","2017","4"
"3195","패션용품 및 액세서리","전문몰","2017_4","25633","2017","4"
"3196","스포츠·레저용품","계","2017_4","283154","2017","4"
"3197","스포츠·레저용품","종합몰","2017_4","233756","2017","4"
"3198","스포츠·레저용품","전문몰","2017_4","49398","2017","4"
"3199","화장품","계","2017_4","583336","2017","4"
"3200","화장품","종합몰","2017_4","487074","2017","4"
"3201","화장품","전문몰","2017_4","96262","2017","4"
